x,y,z
99.066,495.879,38.639
79.478,474.543,96.365
98.756,496.204,61.394
77.262,473.658,84.846
94.071,492.676,72.369
93.754,492.595,72.878
101.854,502.022,57.793
92.325,491.655,44.428
100.142,499.905,59.699
92.198,491.465,74.187
85.49,484.347,103.182
92.393,492.673,45.928
87.016,487.623,80.392
82.665,483.433,104.222
105.875,509.015,49.741
90.91,493.915,45.063
74.654,476.646,103.365
78.798,481.476,99.199
94.306,498.661,47.06
73.398,476.261,98.453
89.909,494.786,36.023
97.941,503.97,56.245
83.127,487.867,81.291
89.888,495.51,44.788
93.877,499.833,43.191
94.195,500.3,40.191
96.779,503.247,40.703
81.567,487.239,103.407
86.06,492.314,79.775
95.265,502.641,41.216
94.802,502.164,43.03
99.852,507.928,53.224
82.365,488.833,81.297
100.97,509.542,38.873
94.776,502.931,41.894
68.398,473.993,96.292
95.669,504.303,40.83
84.366,491.956,38.917
69.807,475.782,84.155
100.357,509.753,38.684
87.532,495.682,43.265
87.193,495.575,79.57
89.273,497.869,44.047
84.659,492.824,80.368
85.974,494.547,78.874
76.081,483.753,95.278
69.975,477.236,83.646
95.885,505.891,51.736
89.961,499.675,36.57
67.803,475.27,86.117
81.008,490.306,101.834
83.231,492.777,80.151
89.598,499.846,42.388
93.382,504.201,41.457
75.342,484.312,95.106
80.243,489.993,81.189
94.113,505.706,40.806
63.977,472.354,94.09
79.136,489.313,100.067
78.491,488.519,92.156
64.185,473.053,87.215
79.026,489.323,97.662
93.545,506.191,43.305
63.875,473.532,98.322
77.841,489.727,35.276
87.475,500.646,41.449
83.568,496.305,94.244
69.739,481.188,82.065
88.604,502.015,37.653
70.374,481.816,95.609
85.216,499.021,82.872
79.448,492.924,94.534
77.88,491.418,31.472
58.669,470.444,98.215
79.877,494.289,97.391
94.932,511.919,35.966
61.103,475.289,102.575
55.359,469.224,99.304
83.186,500.488,89.356
81.524,498.665,91.549
71.363,487.592,91.058
96.145,515.226,36.854
61.929,477.41,81.117
86.191,504.403,33.672
75.79,493.1,30.475
91.787,511.805,43.402
72.149,490.393,88.592
72.326,491.464,33.294
74.445,493.772,30.745
92.909,514.811,43.712
85.058,506.482,32.352
90.658,513.52,35.122
61.514,481.096,77.56
51.14,470.346,103.361
72.076,493.487,40.181
90.39,513.882,34.481
70.911,492.693,39.635
58.329,478.687,96.394
77.737,500.344,83.436
67.734,489.438,80.134
70.624,492.805,39.859
64.301,485.691,97.618
60.312,481.507,76.358
91.837,516.643,41.491
69.345,491.846,96.292
56.554,477.49,97.265
90.558,515.433,29.785
52.352,473.881,90.173
84.421,509.062,28.91
66.453,489.308,79.326
71.905,495.26,79.214
69.217,493.589,41.135
60.161,483.754,73.812
69.001,493.531,79.729
59.496,483.104,73.658
88.719,516.05,27.156
68.974,494.544,88.237
70.519,496.276,85.622
65.304,490.712,94.99
64.316,489.429,98.586
69.788,495.899,78.319
72.954,499.552,87.111
95.251,524.655,34.843
69.216,496.206,79.029
68.068,495.019,32.904
75.243,503.409,30.42
75.529,503.468,30.298
45.084,469.666,99.345
75.038,503.334,37.779
71.867,500.193,85.508
65.677,493.366,78.683
63.077,490.781,42.718
58.227,485.564,69.541
64.302,492.394,43.118
75.085,505.538,34.668
82.319,513.59,27.764
68.159,498.078,82.465
81.29,512.657,17.534
65.801,495.76,80.086
63.542,493.198,78.491
61.141,490.953,46.635
68.45,499.261,82.194
66.983,498.051,88.958
78.648,510.829,21.666
68.327,499.957,33.886
67.417,498.894,34.114
61.607,492.585,35.469
68.098,499.68,79.897
81.524,514.872,27.246
68.184,500.102,79.653
60.011,491.18,37.085
38.872,467.88,92.659
65.674,497.667,80.805
81.614,515.508,12.981
58.63,490.198,71.235
66.267,498.89,81.405
57.824,489.547,75.563
86.166,521.256,32.461
61.478,493.955,34.186
65.838,498.797,35.466
57.853,490.058,50.279
65.822,499.155,38.838
65.445,498.93,87.889
53.0,485.501,66.788
71.844,506.082,30.575
62.811,496.561,43.578
89.483,526.243,35.597
98.07,536.061,33.445
56.68,490.627,52.071
36.85,468.922,90.909
76.632,513.736,14.536
54.367,489.424,59.044
55.716,491.528,68.07
42.002,476.066,91.829
53.695,489.661,56.713
83.46,523.0,14.563
67.472,495.541,80.908
68.875,495.051,81.671
55.125,492.265,60.747
69.621,481.04,95.036
61.386,499.54,37.387
83.644,524.123,12.94
38.001,473.873,92.491
83.941,524.872,14.497
85.894,526.977,30.527
54.629,492.406,64.782
80.37,521.345,25.731
75.69,480.637,94.675
84.071,525.203,13.475
37.261,473.776,91.821
85.082,495.579,81.845
82.95,524.595,28.395
91.395,533.983,37.627
33.24,470.343,86.455
86.597,484.62,87.26
86.159,482.998,87.666
48.071,487.186,67.862
48.894,487.876,72.688
32.8,470.637,85.775
86.108,529.806,16.68
73.156,477.045,94.969
84.392,495.005,84.725
53.448,493.977,61.66
74.859,517.728,15.851
87.024,482.078,87.921
82.525,476.803,95.616
83.626,496.941,86.55
76.67,479.825,95.045
57.845,499.346,48.493
71.127,514.18,24.387
90.562,535.828,36.453
70.5,476.738,95.204
84.212,476.569,94.198
72.081,476.035,95.551
84.325,492.896,84.888
31.317,471.28,84.533
45.703,487.568,55.452
73.855,477.382,94.737
79.965,485.308,99.548
75.143,520.419,13.046
80.569,494.214,84.542
90.53,537.664,29.64
83.051,482.545,99.67
30.611,471.527,83.501
76.469,480.417,95.153
83.672,496.371,83.857
78.626,480.152,99.108
77.483,476.895,97.71
74.059,479.853,94.555
80.453,494.214,84.633
30.353,472.218,84.651
57.45,502.309,50.286
29.831,471.776,83.085
58.38,503.826,38.216
76.782,476.226,98.679
29.416,471.966,82.243
71.622,518.727,27.931
84.521,494.715,82.513
85.86,534.664,25.044
72.087,476.668,96.679
32.513,476.053,86.839
28.926,472.319,81.274
84.67,476.556,93.846
84.287,534.2,19.624
80.465,495.03,85.221
74.235,523.154,12.486
74.699,477.663,96.85
64.705,512.721,32.082
66.247,514.876,28.126
74.802,481.548,95.054
84.169,534.895,21.807
69.626,486.342,90.381
69.676,487.253,89.889
69.576,486.397,90.689
69.544,485.906,91.131
67.205,497.827,83.65
39.718,486.046,50.953
77.367,527.853,29.239
28.57,474.321,82.524
54.108,502.542,53.706
73.327,475.19,99.646
71.661,522.48,18.504
74.922,473.515,104.63
64.63,514.94,29.398
71.14,522.336,19.13
80.805,471.342,99.828
75.663,527.689,12.467
40.894,489.091,42.394
26.19,473.491,78.764
62.106,513.203,41.834
61.236,512.73,42.735
38.707,487.704,45.349
81.075,534.946,20.73
77.443,531.132,15.097
60.178,511.949,44.177
56.333,507.792,35.663
60.458,512.671,33.326
29.913,479.1,83.11
40.603,491.063,41.459
57.278,509.703,35.541
23.832,475.137,77.669
24.309,476.23,75.098
22.871,474.707,75.328
23.19,475.475,76.987
40.518,495.644,48.781
71.828,530.532,28.472
40.187,495.558,48.04
38.147,493.275,52.91
50.219,507.38,46.043
46.538,503.578,48.685
35.614,491.927,45.922
35.518,492.39,47.816
71.859,532.758,18.721
61.213,521.026,36.521
24.452,481.17,78.146
24.256,481.882,77.413
19.128,476.182,69.938
25.553,483.544,43.545
67.28,530.551,23.191
66.563,530.081,34.734
62.546,526.225,28.854
13.288,471.87,34.898
12.059,470.941,34.712
17.337,477.028,65.443
16.699,476.394,67.527
27.98,489.806,46.445
66.814,533.133,34.374
20.93,482.671,71.079
15.431,476.627,60.739
15.566,476.723,62.254
15.49,477.065,66.73
20.397,482.736,73.067
14.295,476.168,59.149
9.642,471.645,52.012
7.424,469.46,40.707
24.703,489.04,45.945
67.215,536.325,25.817
18.965,482.916,71.302
60.565,529.796,35.755
10.484,474.703,55.746
20.762,486.295,42.898
17.217,483.824,68.072
8.431,474.454,35.838
20.235,488.673,44.505
19.857,488.829,46.389
15.086,483.5,65.8
8.516,476.771,55.111
7.375,475.54,41.2
15.079,484.025,63.932
62.871,536.909,27.505
13.883,484.386,59.584
13.884,484.485,59.203
13.223,483.842,63.176
7.917,478.35,35.461
17.006,488.372,48.106
17.436,489.014,44.589
7.801,478.631,35.67
58.162,534.656,33.642
60.295,537.157,33.511
10.828,482.65,36.531
58.16,535.129,31.076
15.42,488.254,40.917
13.868,487.511,39.892
9.021,482.53,56.001
10.069,484.333,52.617
8.165,482.42,37.288
7.864,482.813,38.09
7.662,482.666,42.75
9.458,484.837,38.216
7.898,483.203,44.972
9.37,486.095,47.951
9.552,486.315,45.044
114.152,476.947,92.146
121.157,489.865,51.795
101.585,491.586,57.084
96.546,488.14,69.965
93.466,510.622,37.131
82.665,500.094,90.592
67.361,472.434,98.019
75.827,479.923,101.214
78.12,474.232,98.706
83.804,473.461,97.907
69.527,472.842,100.695
83.485,470.914,98.389
63.107,496.609,32.9
10.876,483.417,58.999
77.646,521.015,25.106
84.985,506.612,31.839
13.312,476.725,61.84
60.682,507.542,46.484
29.117,489.752,45.981
67.217,517.815,34.968
66.242,516.268,36.318
84.523,532.439,27.402
83.368,531.042,28.194
13.195,467.384,41.294
10.385,481.988,35.818
15.267,484.0,63.34
92.727,523.868,38.389
100.126,473.124,105.479
54.836,473.304,103.29
17.137,483.776,68.267
81.513,513.795,15.123
120.747,476.159,90.156
58.37,477.012,102.586
48.788,488.69,54.064
96.16,498.356,36.903
43.809,470.674,98.187
139.672,487.419,71.711
76.322,519.446,11.293
9.402,483.135,54.623
9.623,482.924,56.805
91.19,512.936,42.1
11.226,475.691,57.725
139.559,481.378,71.67
66.786,500.45,38.473
94.923,534.881,38.487
116.563,495.528,44.935
116.006,497.745,44.338
114.588,493.784,43.298
117.246,497.686,46.662
116.505,495.727,44.665
117.27,497.285,48.591
123.411,483.752,88.014
75.089,527.291,12.517
84.396,512.795,27.323
31.128,477.764,85.018
75.171,487.102,94.842
84.109,488.084,100.785
83.73,490.777,98.786
84.433,487.337,100.967
67.561,494.306,96.311
67.412,494.769,95.614
67.975,488.581,100.815
72.801,488.132,92.38
68.375,500.904,79.27
64.751,495.249,92.395
84.484,477.102,89.929
83.748,476.554,88.812
73.034,493.871,86.944
86.907,495.079,78.831
69.067,484.327,83.941
68.632,483.617,83.552
47.618,467.667,101.293
54.681,471.836,103.468
44.548,466.669,97.793
49.28,468.736,102.576
41.953,466.958,95.625
60.907,473.817,101.974
54.391,471.693,103.463
54.54,471.064,103.104
62.473,480.617,101.421
63.44,478.839,101.679
64.451,480.714,102.143
61.864,479.506,102.486
63.569,483.063,99.942
63.232,482.398,100.146
63.55,481.868,102.718
63.19,484.745,101.408
63.284,480.835,101.613
73.686,494.777,86.982
77.268,493.525,87.137
73.65,495.156,86.504
71.627,494.524,84.705
78.561,487.908,92.914
80.005,482.772,93.619
77.832,485.369,94.562
70.829,483.113,93.433
73.137,486.862,94.056
72.43,485.181,92.87
70.253,490.127,87.839
70.335,490.504,87.702
75.174,496.097,86.259
74.383,497.215,87.271
75.44,498.944,87.939
72.671,500.447,84.29
75.575,481.74,102.241
75.157,473.692,104.557
83.711,470.507,97.766
83.077,473.102,97.62
67.943,472.117,100.667
72.822,474.94,99.007
76.877,476.479,101.788
72.649,474.879,98.46
67.374,473.565,96.568
75.099,475.614,104.062
79.004,474.182,102.187
59.775,490.242,73.511
95.939,489.163,47.451
94.024,506.979,46.517
62.297,489.709,41.034
89.218,493.999,43.557
133.362,481.054,79.286
69.186,492.294,96.307
144.249,471.652,56.073
130.327,480.914,82.293
24.699,489.237,46.595
20.58,488.678,44.798
107.629,471.429,100.232
53.913,468.711,100.05
69.888,489.86,80.026
62.816,490.861,43.501
14.607,468.81,37.407
68.812,497.384,79.567
79.918,531.528,29.204
23.571,487.431,44.275
12.782,467.453,39.044
12.411,488.427,45.725
116.79,499.046,47.182
65.481,472.336,87.504
94.842,531.713,36.942
6.301,473.994,46.653
68.027,459.821,96.726
27.389,473.497,78.961
89.981,478.157,84.598
58.387,535.509,33.896
148.486,475.622,55.209
82.607,494.163,81.266
80.618,500.21,81.268
80.395,500.215,81.719
66.463,498.527,81.004
65.939,498.295,80.495
65.818,498.295,81.408
64.895,495.059,77.681
65.308,496.948,79.575
65.102,496.499,79.364
69.398,498.455,80.13
82.385,490.269,82.229
146.394,484.571,44.479
147.476,484.645,44.889
112.811,472.679,95.218
99.197,471.404,102.778
46.56,470.386,100.955
84.169,499.311,85.037
43.462,471.832,90.386
83.017,493.522,31.437
98.553,489.479,67.674
73.84,493.038,90.842
89.14,500.743,36.66
32.444,473.951,83.15
84.455,479.16,84.756
100.857,490.585,64.253
75.702,475.569,99.404
74.618,475.468,99.391
83.51,483.928,104.94
100.465,492.039,58.522
123.777,477.327,85.68
62.861,489.457,43.002
62.807,489.659,43.403
75.903,488.353,93.077
87.909,515.325,29.457
66.488,476.096,84.757
21.851,481.645,75.117
57.151,489.573,66.057
144.907,475.197,43.461
60.174,473.503,89.94
71.961,498.051,86.834
95.061,519.752,37.743
34.362,471.723,85.849
143.956,487.876,46.067
131.04,490.955,53.029
127.7,490.563,51.989
139.696,474.21,46.191
53.016,497.295,57.031
67.261,484.249,81.107
142.61,491.607,56.203
61.746,490.835,75.703
84.813,507.621,30.943
111.516,472.454,95.693
73.067,533.307,18.596
70.086,514.596,26.375
126.895,478.42,82.994
95.684,486.313,72.874
96.148,486.191,72.967
95.087,487.581,71.493
97.603,511.585,37.416
86.397,523.526,20.077
91.155,534.717,22.976
90.086,534.442,21.955
119.451,475.727,89.223
81.356,498.708,88.959
67.986,488.561,81.192
83.769,511.18,26.21
138.197,491.563,50.924
56.079,490.899,63.326
93.73,534.751,25.63
94.019,535.903,26.484
94.917,535.115,26.838
118.453,475.557,89.978
85.507,492.192,34.811
72.886,495.872,86.079
75.72,486.768,94.801
103.92,489.052,74.515
133.431,485.502,49.173
123.201,478.267,86.059
123.393,477.029,86.099
95.236,522.843,35.151
87.561,532.89,19.449
89.43,533.802,21.038
84.396,533.039,17.714
65.593,492.922,97.222
51.033,485.92,70.894
134.7,481.18,75.209
136.912,481.088,74.522
82.916,524.699,12.099
99.458,490.474,64.706
14.626,468.919,37.209
82.828,500.25,87.701
55.975,489.424,74.626
69.865,532.393,18.553
73.301,509.242,26.632
81.672,478.008,84.267
92.728,513.11,33.87
91.891,513.693,32.843
58.455,477.109,102.619
58.688,477.389,102.669
65.616,494.147,33.643
81.242,522.272,11.12
26.987,480.902,80.265
26.661,480.854,80.154
100.263,492.017,60.279
80.707,481.807,94.428
80.689,482.118,94.121
82.067,516.166,16.705
80.291,532.028,15.859
113.871,502.229,45.425
102.57,505.997,39.311
100.112,496.283,39.086
103.551,491.477,42.177
100.599,493.551,40.021
103.689,491.587,42.211
98.86,501.848,40.778
98.74,500.444,40.079
110.258,491.899,42.184
115.729,386.411,123.712
143.605,418.939,92.488
128.857,407.554,116.27
136.986,408.37,104.405
134.661,407.188,107.972
133.966,406.917,109.273
120.295,393.195,124.131
133.107,407.715,114.565
145.81,423.188,83.243
125.223,344.001,50.501
129.288,405.783,116.186
144.888,426.473,85.432
118.616,387.343,122.646
125.72,395.152,121.959
78.016,341.737,-12.18
138.1,408.291,105.435
118.995,385.055,121.663
78.941,275.721,28.65
139.045,406.733,104.47
140.222,407.387,97.257
114.631,318.127,57.646
114.277,317.835,50.678
114.537,318.155,50.714
79.872,280.051,27.572
113.236,316.918,44.656
72.55,318.082,-4.803
86.297,288.031,33.626
83.193,284.799,33.132
86.507,288.44,35.712
86.439,288.86,46.271
110.485,315.56,34.877
81.834,283.897,25.401
110.09,315.249,34.439
80.254,282.246,28.718
82.956,285.292,25.51
84.467,287.481,29.139
88.311,291.824,43.596
79.236,282.264,29.972
81.167,284.196,41.657
103.027,308.679,45.635
113.354,320.235,72.971
103.492,309.193,57.855
112.449,319.437,48.224
102.504,308.584,44.083
79.006,282.792,33.051
88.367,292.958,61.657
87.298,291.948,33.895
108.75,315.843,28.496
110.992,318.267,38.157
89.732,294.826,66.816
88.557,293.679,64.058
110.55,317.86,45.29
107.064,314.523,31.727
93.167,298.702,79.431
109.324,316.582,41.517
92.928,298.65,80.05
91.086,296.545,71.556
90.668,296.143,70.203
108.826,316.203,39.823
88.434,293.851,64.907
139.73,406.677,99.043
102.749,309.56,78.499
83.375,288.604,28.508
109.828,317.488,67.804
92.632,298.552,79.129
112.421,320.273,75.041
97.865,304.457,38.833
88.511,293.886,39.538
94.734,300.765,25.736
108.846,316.573,39.367
101.927,308.92,45.115
87.827,293.446,64.118
101.452,308.473,42.674
98.021,304.747,31.679
80.292,285.42,45.37
105.746,313.498,20.46
106.323,314.204,21.91
103.395,310.848,56.331
84.302,289.909,29.672
97.323,304.263,37.031
52.578,316.356,14.29
103.765,311.448,16.717
103.932,311.616,71.061
117.867,327.144,47.22
117.911,327.197,47.404
91.973,298.726,79.486
91.933,298.725,79.334
109.572,318.143,66.304
111.128,317.793,36.564
103.864,312.083,15.475
124.628,335.03,43.425
98.973,306.719,36.335
116.354,325.883,43.786
146.661,413.501,75.889
125.163,335.64,50.521
125.435,336.377,47.521
98.057,306.09,32.611
115.717,325.447,41.223
76.758,282.879,41.166
125.1,335.873,55.069
125.269,336.824,46.87
73.737,279.775,28.066
115.902,326.075,36.774
77.916,284.31,44.392
104.73,313.828,26.051
124.013,335.325,55.692
125.273,336.588,58.45
102.588,311.498,67.521
92.091,299.993,65.709
92.244,300.148,66.314
124.482,335.782,61.363
106.865,316.299,25.561
123.112,334.337,33.854
116.493,327.107,38.85
145.991,422.723,82.551
115.832,326.491,35.518
95.701,304.749,26.192
124.998,358.704,15.382
124.367,335.993,63.696
91.963,300.494,65.795
96.603,305.383,29.609
93.792,302.302,29.675
92.958,301.797,69.882
91.199,299.611,62.868
105.722,315.796,22.544
112.899,323.912,31.744
113.134,324.581,37.108
121.709,333.66,31.96
76.802,284.343,17.361
112.349,326.503,20.32
103.753,314.049,23.243
103.879,314.192,23.375
114.393,325.951,28.391
104.798,315.312,23.145
103.768,433.338,122.601
112.286,326.037,19.569
115.337,327.1,79.727
122.174,334.895,71.393
103.661,433.159,122.557
114.489,326.689,65.003
81.49,290.019,32.044
113.237,325.256,24.644
122.284,335.223,25.994
92.983,302.965,72.994
78.328,286.704,47.123
121.769,334.911,48.053
114.131,326.687,66.715
100.413,311.5,16.229
93.516,303.732,75.515
146.622,414.603,77.955
122.699,336.385,27.371
113.869,326.613,69.794
113.747,326.24,43.229
101.383,312.765,17.922
75.92,284.679,17.857
94.33,304.958,26.108
116.03,329.082,76.609
114.669,327.547,62.103
123.634,337.689,66.547
92.586,300.271,19.358
92.865,300.321,19.834
75.448,284.476,40.293
109.366,322.199,20.243
119.879,333.874,31.149
121.16,335.222,40.651
119.94,334.044,31.631
123.042,337.318,70.823
120.969,335.061,39.165
112.875,326.369,73.603
121.632,336.113,50.061
79.108,289.427,27.051
117.733,332.253,22.291
121.392,336.128,52.281
146.458,411.494,74.044
120.696,335.439,81.127
112.248,326.213,76.196
120.952,336.011,20.298
121.594,336.711,27.146
75.354,285.804,38.66
125.949,341.466,42.169
120.749,336.071,19.633
109.514,323.447,23.299
99.476,312.77,8.558
80.761,338.86,-10.165
124.491,340.523,47.666
118.595,334.116,27.618
125.894,342.165,31.927
124.036,340.319,33.766
147.926,413.079,76.874
74.833,286.403,32.321
96.604,310.704,8.619
120.821,337.273,23.776
79.767,337.554,-9.13
125.584,342.751,70.795
99.653,314.11,11.704
111.004,326.679,17.716
117.057,333.663,24.751
126.185,343.932,65.626
97.007,311.994,11.769
78.769,291.583,23.531
125.795,343.982,43.674
105.812,321.682,7.551
110.476,326.884,13.23
125.97,344.006,51.703
123.662,341.495,60.651
117.522,334.796,89.112
74.215,287.235,32.977
125.586,344.203,44.571
86.113,300.584,14.302
79.499,293.415,20.338
124.484,343.093,46.885
122.59,341.238,17.968
118.381,336.509,15.167
130.625,350.013,54.087
125.016,343.826,50.244
124.97,344.096,75.597
129.871,349.342,51.585
124.522,343.463,45.264
106.805,323.935,14.13
106.663,323.905,6.279
130.183,349.83,65.561
125.227,344.449,61.026
123.166,342.141,82.773
73.075,286.765,48.18
117.617,336.049,76.39
117.819,336.393,13.947
125.956,387.585,114.033
124.811,344.038,35.43
125.15,344.655,69.706
130.492,350.58,64.68
124.805,344.472,63.286
124.095,343.768,34.474
130.508,350.992,65.122
130.68,351.467,49.081
128.448,348.727,66.551
79.138,294.476,17.027
84.493,300.649,13.056
117.078,336.441,89.654
80.953,315.094,3.345
93.552,310.553,7.913
145.418,408.321,80.972
80.686,315.883,4.159
124.408,344.627,68.066
116.225,335.479,78.947
124.095,344.303,65.542
115.616,335.029,17.852
114.905,334.428,94.783
113.129,332.971,8.157
123.189,343.504,28.088
123.835,344.424,24.591
123.96,344.673,23.521
124.017,344.795,74.611
115.308,335.402,10.76
103.469,322.345,4.703
130.508,352.204,42.718
127.396,348.802,86.349
123.729,344.738,77.71
129.419,351.553,71.76
113.481,333.78,86.109
113.991,334.344,83.932
83.89,301.281,17.867
115.112,335.477,10.93
129.354,351.554,75.271
126.717,348.377,20.583
122.983,344.479,81.762
128.208,350.138,27.717
84.278,302.016,17.003
127.649,349.947,72.071
127.763,349.882,33.446
74.143,328.747,-3.492
111.666,332.241,11.981
129.884,352.616,50.27
109.773,330.598,6.249
122.353,344.378,80.101
112.214,333.572,88.449
129.582,352.49,49.877
127.861,351.064,86.373
128.694,351.701,41.541
112.157,333.551,88.614
129.413,352.496,59.683
129.29,352.355,44.12
129.463,352.679,34.176
125.891,348.729,82.458
128.335,351.58,20.267
128.978,352.278,65.234
128.098,351.427,33.363
100.514,321.092,4.38
125.717,348.718,83.457
120.909,343.659,18.233
128.31,351.869,73.276
128.895,352.507,32.264
120.325,343.244,17.351
128.523,352.263,31.869
120.833,344.138,89.351
127.855,351.798,76.777
127.813,351.795,77.399
127.229,351.266,29.073
105.629,327.737,7.005
71.004,324.878,0.737
121.266,344.708,17.838
127.476,351.733,80.231
127.305,351.566,80.005
124.267,348.597,89.498
126.076,351.506,90.392
126.929,352.094,25.338
122.744,347.653,16.852
105.845,329.463,8.636
126.292,351.662,88.298
125.635,351.424,90.531
122.087,347.459,12.435
108.634,333.005,93.631
130.418,357.101,27.432
116.977,342.023,100.352
99.328,322.631,3.096
81.898,303.431,15.375
87.956,310.262,5.387
91.163,313.842,7.119
110.293,335.046,98.712
100.721,324.582,6.012
133.999,361.454,56.484
89.098,311.828,8.985
133.021,360.259,69.295
89.195,312.375,4.506
97.453,321.465,2.627
116.952,342.914,14.555
124.995,351.908,14.364
116.141,342.393,14.085
133.892,361.79,72.401
122.852,349.756,100.618
122.755,349.746,100.793
132.364,360.555,36.677
98.38,323.155,6.352
121.079,348.213,97.611
132.724,361.065,66.031
133.944,362.422,66.42
108.706,334.656,100.289
134.019,362.544,48.753
132.198,360.631,71.401
132.917,361.771,84.577
122.782,350.533,97.552
122.639,350.484,97.793
133.498,362.801,71.615
132.676,361.72,69.597
105.61,332.175,97.11
131.255,360.597,81.221
128.565,357.964,22.621
118.366,346.603,107.023
107.614,334.672,6.316
119.243,347.596,100.912
130.339,360.209,26.962
115.95,344.647,7.348
117.302,346.392,106.899
130.85,360.938,27.011
115.746,344.528,7.208
102.981,330.987,3.508
109.917,338.725,10.347
85.876,311.932,8.459
138.414,369.925,44.845
129.206,359.832,22.165
129.752,360.545,88.725
137.909,369.376,54.972
127.692,358.485,16.797
136.848,368.397,61.638
119.309,349.065,11.448
77.682,303.274,16.721
138.11,369.884,49.166
128.77,359.592,96.614
87.153,314.036,7.016
137.715,369.805,64.249
117.05,347.204,109.738
108.261,337.419,5.144
72.043,297.446,14.113
104.408,333.193,3.95
71.011,300.845,18.409
126.303,357.669,15.462
91.42,319.151,0.758
129.009,360.487,98.0
128.405,360.211,18.19
136.629,369.001,59.052
136.241,368.67,69.328
118.922,350.098,8.105
124.924,356.961,13.608
86.463,314.34,6.651
103.417,333.103,6.014
136.369,369.401,62.923
136.983,370.086,52.899
118.38,349.572,106.322
123.133,355.073,13.724
137.794,371.052,60.63
134.734,368.482,38.083
99.353,329.203,5.398
119.845,351.778,9.046
90.528,319.322,-0.334
125.448,357.743,102.553
78.783,306.427,14.036
125.074,357.563,102.557
114.583,345.963,9.306
132.996,366.213,26.441
128.725,361.77,19.875
137.549,371.316,49.848
134.778,368.364,74.582
123.549,356.166,12.795
125.9,358.79,98.979
136.222,370.226,66.581
128.802,362.084,96.514
136.587,370.892,70.171
110.452,341.977,104.473
138.144,372.765,44.718
135.758,370.082,68.969
119.774,352.449,10.295
119.511,352.313,10.001
79.543,308.352,9.39
140.129,375.393,45.329
134.146,368.769,80.893
118.328,351.79,8.259
134.864,369.955,81.291
135.815,370.853,71.85
137.83,373.237,42.747
131.892,367.142,26.534
125.804,360.332,101.196
138.959,374.917,44.605
126.23,360.908,102.276
132.768,368.413,83.316
135.174,370.96,75.887
74.174,303.568,16.844
134.525,370.748,30.244
135.081,371.042,39.567
113.993,347.959,108.965
78.949,309.38,11.227
134.002,370.278,84.618
89.491,321.276,4.034
132.678,368.879,29.017
134.503,370.874,77.597
120.371,355.391,110.376
120.19,355.428,110.051
124.248,359.8,106.336
114.677,349.246,110.731
134.063,370.838,32.441
86.107,317.965,1.023
141.841,379.385,53.479
133.291,370.161,80.028
132.78,369.713,28.593
142.362,380.451,54.931
122.659,358.783,109.39
133.652,370.876,81.2
119.78,355.526,113.657
135.459,373.03,35.906
142.514,381.097,54.585
141.38,379.75,67.0
119.632,355.785,109.765
131.196,368.573,85.334
134.062,371.746,31.724
139.638,377.955,74.899
142.213,381.19,58.136
139.937,378.446,53.826
142.503,381.412,55.501
139.276,377.819,77.435
132.914,371.026,87.411
136.067,374.76,37.685
74.707,331.584,-10.371
89.727,323.722,-3.736
142.603,382.064,52.045
132.609,371.037,88.473
115.142,450.827,107.137
140.545,379.966,60.805
142.164,381.802,48.227
138.08,377.327,77.806
115.232,451.17,106.974
108.652,344.857,3.459
116.884,354.092,116.44
98.175,334.152,4.521
108.921,345.707,3.924
139.909,379.946,67.939
139.592,380.023,71.826
91.895,327.847,-2.977
139.656,380.178,74.053
136.299,376.591,87.182
141.474,382.296,52.083
81.094,315.546,6.48
116.379,354.735,113.631
129.227,369.08,91.579
130.29,370.741,91.52
51.292,520.894,-73.303
127.743,368.936,101.55
135.884,377.913,94.744
140.163,382.772,47.913
92.474,330.117,1.332
136.747,378.85,89.46
93.566,331.998,-2.979
135.221,377.894,96.548
125.545,367.288,99.957
138.37,381.604,43.627
94.318,333.299,-2.219
101.91,308.075,41.701
144.402,388.633,60.274
134.998,378.4,92.657
142.099,386.634,53.685
132.975,376.45,96.906
82.437,331.279,-4.841
101.395,308.422,42.221
82.96,321.594,2.917
142.716,387.212,72.125
134.773,378.574,96.711
126.155,369.069,100.542
92.12,332.072,1.425
140.514,385.212,48.466
132.771,376.582,100.927
142.094,387.669,78.106
82.081,321.192,2.94
131.508,375.997,102.481
142.358,388.091,67.965
125.338,369.003,102.91
132.545,377.448,98.406
131.385,376.543,100.569
133.466,378.673,99.574
140.19,386.377,81.008
93.23,334.421,-0.181
123.683,368.14,105.467
124.155,368.662,106.153
131.382,376.856,104.845
130.749,376.17,105.489
131.508,377.377,104.812
92.324,333.884,-0.856
141.763,388.768,53.282
142.781,389.958,67.719
141.79,389.042,73.969
142.413,389.667,73.433
144.201,391.705,62.506
143.744,391.799,55.526
139.921,387.637,82.226
140.466,388.208,80.861
139.902,387.837,82.697
138.155,385.96,89.072
129.601,376.619,104.627
139.192,387.257,90.785
138.96,387.239,85.666
142.709,391.439,55.173
128.226,375.528,108.96
137.512,386.535,96.951
88.751,333.012,-2.668
128.569,377.239,109.883
125.693,377.117,111.509
145.393,398.925,76.719
126.559,375.315,109.12
126.071,374.863,110.944
126.566,375.572,112.368
128.291,377.655,107.762
143.599,394.751,59.041
145.928,397.254,74.655
125.858,375.226,110.059
